data;local;risco;n_pessoas;origem;espera;vulneraveis;necessita_medico;nivel_aguasentimento;confiavel;prioridade;nivel_agua;sentimento
10/05/2025 07:45;18;3;3;whatsapp;48;FALSE;FALSE;;TRUE;0;cintura;calmo
13/07/2020 03:21;29;4;5;190;68;FALSE;FALSE;;TRUE;4;teto;nervoso
08/09/2022 15:50;21;3;1;whatsapp;78;FALSE;FALSE;;FALSE;2;cintura;calmo
10/05/2025 08:07;28;3;2;190;87;FALSE;FALSE;;TRUE;0;cintura;calmo
21/02/2024 01:33;7;4;6;instagram;84;FALSE;FALSE;;TRUE;5;teto;nervoso
03/06/2025 19:00;11;4;1;instagram;82;FALSE;FALSE;;TRUE;4;teto;nervoso
26/08/2021 04:53;25;3;8;190;54;FALSE;FALSE;;TRUE;2;cintura;calmo
20/04/2024 09:26;2;4;4;instagram;17;TRUE;FALSE;;TRUE;2;tornozelo;nervoso
02/12/2022 06:51;49;3;8;190;51;FALSE;FALSE;;TRUE;3;cintura;panico
08/03/2020 07:26;4;2;2;instagram;118;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
20/01/2024 06:46;35;2;8;whatsapp;42;FALSE;FALSE;;TRUE;0;tornozelo;calmo
27/10/2024 02:21;41;3;1;whatsapp;108;FALSE;TRUE;;TRUE;3;tornozelo;calmo
17/03/2025 14:42;25;1;4;instagram;25;FALSE;FALSE;;TRUE;0;cintura;nervoso
14/10/2023 00:58;0;2;3;whatsapp;95;FALSE;FALSE;;TRUE;2;cintura;panico
06/05/2023 02:14;13;4;7;instagram;34;FALSE;FALSE;;TRUE;2;cintura;calmo
29/02/2024 18:17;38;2;7;190;24;FALSE;FALSE;;TRUE;1;cintura;calmo
31/03/2025 00:59;34;2;1;190;4;FALSE;FALSE;;FALSE;0;tornozelo;nervoso
08/11/2023 04:54;33;2;1;whatsapp;92;FALSE;FALSE;;TRUE;1;tornozelo;calmo
25/04/2022 05:24;14;5;9;190;109;TRUE;FALSE;;TRUE;0;cintura;calmo
12/06/2021 16:02;24;2;9;instagram;61;FALSE;FALSE;;TRUE;2;cintura;calmo
22/10/2020 07:07;44;3;2;whatsapp;12;FALSE;FALSE;;TRUE;3;teto;calmo
28/07/2025 19:25;10;2;8;whatsapp;28;FALSE;FALSE;;TRUE;1;cintura;nervoso
09/04/2020 23:27;40;2;3;whatsapp;22;FALSE;FALSE;;TRUE;0;tornozelo;panico
16/05/2020 01:14;47;2;2;whatsapp;72;FALSE;FALSE;;TRUE;3;teto;nervoso
24/02/2025 18:33;34;3;3;instagram;27;FALSE;FALSE;;TRUE;1;cintura;nervoso
18/01/2022 22:52;17;3;9;190;54;FALSE;FALSE;;TRUE;2;cintura;nervoso
17/06/2020 01:18;36;3;6;190;37;TRUE;FALSE;;FALSE;5;teto;nervoso
19/08/2020 11:40;27;3;1;190;28;FALSE;FALSE;;TRUE;2;tornozelo;panico
07/01/2023 21:07;24;3;9;whatsapp;86;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
14/06/2020 00:48;21;3;4;190;83;FALSE;FALSE;;TRUE;3;tornozelo;panico
06/02/2021 16:49;33;2;4;190;72;FALSE;FALSE;;TRUE;3;teto;calmo
12/10/2023 03:50;39;2;8;instagram;89;TRUE;FALSE;;TRUE;4;cintura;panico
06/10/2025 17:01;20;1;6;190;116;FALSE;FALSE;;TRUE;0;teto;panico
17/02/2025 19:14;13;3;6;instagram;80;FALSE;FALSE;;FALSE;3;cintura;calmo
21/05/2021 20:29;40;5;3;190;35;FALSE;FALSE;;TRUE;2;tornozelo;panico
28/01/2020 11:10;36;3;8;190;103;FALSE;FALSE;;TRUE;3;cintura;nervoso
27/01/2022 13:56;4;0;7;instagram;73;FALSE;TRUE;;TRUE;3;cintura;nervoso
06/03/2020 04:36;48;1;9;whatsapp;33;FALSE;FALSE;;TRUE;1;tornozelo;calmo
27/11/2021 01:20;49;1;9;whatsapp;68;FALSE;TRUE;;TRUE;3;tornozelo;calmo
05/01/2022 04:01;31;5;7;190;81;TRUE;FALSE;;TRUE;4;cintura;nervoso
25/11/2025 09:18;44;2;6;whatsapp;64;FALSE;FALSE;;TRUE;3;tornozelo;panico
21/12/2023 09:56;12;4;7;whatsapp;96;FALSE;TRUE;;TRUE;5;tornozelo;panico
19/04/2024 06:52;43;2;9;instagram;91;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
29/03/2024 18:56;44;3;3;190;112;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
15/11/2022 07:35;47;2;9;instagram;67;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
07/06/2020 00:43;30;2;9;whatsapp;19;FALSE;FALSE;;TRUE;0;teto;nervoso
21/07/2021 03:22;37;0;4;instagram;62;FALSE;FALSE;;TRUE;2;tornozelo;panico
11/05/2025 11:40;13;1;3;whatsapp;74;FALSE;FALSE;;TRUE;4;teto;panico
23/08/2021 18:40;37;3;7;190;109;FALSE;FALSE;;TRUE;6;teto;panico
21/02/2023 08:36;38;3;7;whatsapp;44;FALSE;FALSE;;TRUE;3;cintura;panico
08/08/2023 19:25;17;2;6;whatsapp;56;TRUE;FALSE;;TRUE;3;tornozelo;panico
16/09/2023 16:40;39;4;9;instagram;102;FALSE;FALSE;;TRUE;3;cintura;calmo
06/10/2025 09:26;33;3;3;whatsapp;34;FALSE;FALSE;;TRUE;1;cintura;calmo
25/06/2025 10:36;31;2;1;whatsapp;84;FALSE;FALSE;;TRUE;2;tornozelo;panico
15/01/2022 12:08;32;3;7;instagram;67;FALSE;FALSE;;TRUE;0;teto;nervoso
09/11/2024 06:34;24;2;8;instagram;30;FALSE;FALSE;;TRUE;3;teto;nervoso
16/08/2021 14:42;44;3;6;whatsapp;38;FALSE;FALSE;;TRUE;0;teto;panico
26/04/2025 01:43;0;1;5;whatsapp;30;TRUE;FALSE;;TRUE;3;teto;nervoso
10/04/2022 23:05;9;2;6;instagram;51;FALSE;FALSE;;TRUE;3;teto;calmo
17/12/2025 01:55;20;3;8;190;95;TRUE;FALSE;;TRUE;5;tornozelo;panico
04/09/2024 06:05;49;2;3;whatsapp;37;FALSE;FALSE;;TRUE;0;cintura;nervoso
21/08/2023 17:38;48;1;3;whatsapp;15;FALSE;FALSE;;TRUE;0;tornozelo;calmo
14/01/2021 19:06;8;3;8;whatsapp;111;FALSE;FALSE;;FALSE;0;teto;nervoso
29/08/2023 20:42;1;2;2;190;3;TRUE;FALSE;;TRUE;2;cintura;panico
20/01/2023 12:31;10;2;6;instagram;87;FALSE;FALSE;;TRUE;3;cintura;panico
06/04/2026 14:34;3;1;3;whatsapp;62;TRUE;FALSE;;TRUE;3;cintura;panico
10/09/2020 09:45;15;3;9;instagram;15;FALSE;FALSE;;TRUE;5;teto;panico
03/06/2025 16:10;7;3;8;190;10;FALSE;FALSE;;FALSE;0;tornozelo;panico
05/04/2020 16:22;5;2;6;instagram;0;FALSE;FALSE;;FALSE;1;cintura;nervoso
20/04/2021 18:44;23;1;5;190;23;FALSE;FALSE;;TRUE;0;cintura;nervoso
17/11/2020 12:41;2;2;4;whatsapp;106;TRUE;FALSE;;FALSE;4;teto;nervoso
03/08/2025 14:27;36;2;2;whatsapp;87;FALSE;TRUE;;TRUE;2;cintura;calmo
27/04/2021 17:03;19;3;6;190;12;FALSE;FALSE;;FALSE;2;cintura;nervoso
16/07/2022 00:04;28;1;4;190;39;FALSE;FALSE;;TRUE;0;cintura;calmo
28/12/2020 19:28;21;2;9;190;88;TRUE;FALSE;;TRUE;3;tornozelo;nervoso
01/11/2022 17:03;41;4;3;190;94;TRUE;FALSE;;TRUE;4;cintura;panico
22/10/2020 15:29;34;2;6;190;48;FALSE;FALSE;;TRUE;3;teto;nervoso
12/09/2022 08:25;34;3;9;190;55;FALSE;FALSE;;FALSE;3;cintura;panico
10/10/2021 01:20;47;2;6;190;86;FALSE;FALSE;;FALSE;2;tornozelo;nervoso
06/01/2026 14:50;32;3;7;whatsapp;76;FALSE;FALSE;;TRUE;3;cintura;calmo
09/12/2023 10:59;41;2;8;instagram;0;FALSE;FALSE;;TRUE;1;cintura;nervoso
13/05/2023 12:56;24;1;5;whatsapp;88;FALSE;FALSE;;TRUE;2;tornozelo;panico
31/03/2024 22:01;5;3;3;instagram;106;FALSE;FALSE;;TRUE;4;teto;nervoso
17/02/2023 13:37;34;1;2;whatsapp;13;FALSE;FALSE;;TRUE;0;cintura;nervoso
05/04/2025 14:14;38;3;2;instagram;35;FALSE;FALSE;;TRUE;0;teto;panico
09/09/2022 00:02;6;1;5;whatsapp;93;FALSE;FALSE;;TRUE;0;cintura;calmo
19/03/2023 10:52;35;2;3;whatsapp;68;FALSE;FALSE;;TRUE;1;cintura;nervoso
01/12/2021 21:11;34;2;4;whatsapp;13;TRUE;FALSE;;FALSE;1;tornozelo;nervoso
22/11/2024 06:39;9;1;4;instagram;82;FALSE;FALSE;;TRUE;1;tornozelo;calmo
12/10/2024 17:28;48;1;8;instagram;40;TRUE;FALSE;;TRUE;0;tornozelo;nervoso
23/09/2025 21:28;41;2;8;instagram;13;FALSE;FALSE;;TRUE;0;teto;nervoso
15/10/2023 02:40;17;2;7;whatsapp;25;FALSE;FALSE;;TRUE;1;tornozelo;calmo
30/09/2021 20:21;43;2;9;instagram;38;FALSE;FALSE;;TRUE;3;teto;calmo
06/02/2022 17:57;24;3;3;instagram;32;TRUE;TRUE;;TRUE;4;cintura;panico
27/02/2020 08:47;10;4;8;190;43;FALSE;FALSE;;TRUE;2;cintura;nervoso
23/09/2024 10:11;42;2;4;whatsapp;83;FALSE;FALSE;;TRUE;1;cintura;calmo
06/03/2021 01:26;0;1;3;instagram;72;TRUE;FALSE;;TRUE;4;teto;calmo
23/01/2026 23:03;35;2;6;whatsapp;44;FALSE;FALSE;;TRUE;3;teto;calmo
19/01/2023 04:16;8;2;5;whatsapp;2;TRUE;FALSE;;TRUE;0;teto;nervoso
04/11/2025 10:28;41;1;2;190;62;FALSE;FALSE;;TRUE;2;cintura;panico
09/05/2023 21:58;7;3;7;instagram;115;FALSE;FALSE;;TRUE;4;tornozelo;panico
10/08/2021 22:46;19;3;9;whatsapp;36;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
01/09/2025 21:57;10;2;9;instagram;80;FALSE;FALSE;;TRUE;5;teto;panico
27/06/2020 23:56;23;4;8;whatsapp;63;FALSE;FALSE;;TRUE;4;cintura;panico
08/01/2023 12:45;20;4;8;whatsapp;34;TRUE;FALSE;;TRUE;5;teto;calmo
25/08/2025 06:47;15;0;8;190;3;FALSE;FALSE;;TRUE;3;teto;nervoso
23/12/2020 03:09;41;4;9;whatsapp;60;FALSE;TRUE;;TRUE;3;tornozelo;calmo
17/09/2022 13:07;36;1;6;190;87;FALSE;FALSE;;FALSE;4;teto;nervoso
06/08/2023 05:34;32;1;9;whatsapp;92;FALSE;FALSE;;TRUE;2;tornozelo;calmo
10/06/2020 18:26;32;4;6;whatsapp;39;FALSE;FALSE;;TRUE;4;teto;nervoso
13/07/2022 15:54;29;4;8;190;114;FALSE;FALSE;;TRUE;4;cintura;panico
29/12/2022 19:29;23;1;1;190;110;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
18/01/2026 07:12;49;2;1;190;47;TRUE;TRUE;;TRUE;2;cintura;calmo
25/11/2024 09:08;42;2;8;instagram;64;TRUE;FALSE;;FALSE;3;cintura;nervoso
13/09/2022 00:27;40;2;8;instagram;97;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
11/04/2025 04:20;29;0;2;instagram;85;FALSE;FALSE;;TRUE;0;cintura;panico
30/03/2026 10:49;39;1;3;whatsapp;9;FALSE;FALSE;;TRUE;0;cintura;calmo
30/09/2022 03:06;29;1;9;whatsapp;109;TRUE;FALSE;;TRUE;5;teto;nervoso
21/03/2022 19:33;42;3;6;190;109;FALSE;FALSE;;FALSE;6;teto;panico
24/06/2022 02:22;3;1;1;whatsapp;36;TRUE;TRUE;;TRUE;3;cintura;panico
04/06/2024 03:54;26;3;1;190;28;FALSE;FALSE;;TRUE;3;teto;calmo
14/05/2024 10:45;17;2;6;whatsapp;115;FALSE;FALSE;;TRUE;4;teto;nervoso
15/02/2020 19:38;7;1;7;instagram;42;TRUE;FALSE;;TRUE;0;cintura;nervoso
06/02/2026 11:22;38;3;1;whatsapp;119;FALSE;FALSE;;TRUE;3;cintura;panico
27/06/2020 14:01;45;2;3;instagram;56;TRUE;FALSE;;TRUE;1;cintura;calmo
10/01/2023 02:18;44;3;2;190;15;TRUE;FALSE;;TRUE;3;tornozelo;panico
08/08/2021 09:31;20;2;9;instagram;94;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
04/08/2024 20:24;31;3;2;190;14;FALSE;TRUE;;TRUE;4;teto;calmo
22/12/2023 11:46;29;1;6;whatsapp;68;FALSE;FALSE;;TRUE;5;teto;panico
06/07/2020 18:37;39;1;7;instagram;38;FALSE;FALSE;;TRUE;3;teto;nervoso
27/03/2024 02:41;25;1;7;whatsapp;79;TRUE;FALSE;;TRUE;5;teto;calmo
27/06/2025 15:15;14;3;5;190;118;FALSE;FALSE;;FALSE;5;teto;panico
11/01/2024 05:30;34;2;6;instagram;24;FALSE;TRUE;;TRUE;3;cintura;panico
16/06/2024 05:42;38;2;3;190;42;FALSE;FALSE;;TRUE;0;cintura;nervoso
21/12/2025 23:23;45;3;3;190;101;FALSE;FALSE;;TRUE;0;teto;calmo
26/01/2021 09:04;5;2;1;instagram;72;TRUE;FALSE;;TRUE;2;tornozelo;nervoso
18/11/2020 05:38;45;4;6;whatsapp;33;FALSE;TRUE;;TRUE;3;tornozelo;calmo
09/07/2024 14:33;45;2;1;instagram;39;TRUE;FALSE;;TRUE;1;cintura;nervoso
14/11/2021 07:23;48;3;8;instagram;67;FALSE;FALSE;;TRUE;3;cintura;nervoso
29/11/2022 23:52;22;4;6;190;114;FALSE;FALSE;;FALSE;5;teto;nervoso
12/04/2024 08:51;48;1;1;instagram;68;FALSE;FALSE;;TRUE;3;teto;calmo
03/07/2025 01:40;8;2;8;instagram;48;FALSE;FALSE;;TRUE;4;teto;panico
09/01/2021 00:28;44;3;9;whatsapp;24;FALSE;FALSE;;TRUE;2;cintura;nervoso
30/06/2020 03:57;0;5;3;whatsapp;72;TRUE;FALSE;;TRUE;5;teto;calmo
12/08/2025 18:28;9;2;8;whatsapp;108;FALSE;FALSE;;TRUE;5;teto;panico
10/04/2022 09:48;41;3;1;190;114;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
17/05/2020 01:34;3;3;6;190;43;TRUE;FALSE;;TRUE;4;cintura;panico
07/07/2023 00:12;10;3;2;190;29;TRUE;FALSE;;TRUE;0;cintura;nervoso
04/11/2023 17:06;33;1;9;190;31;TRUE;FALSE;;FALSE;2;cintura;calmo
18/12/2025 20:56;22;3;4;instagram;25;TRUE;FALSE;;TRUE;4;teto;nervoso
25/10/2025 12:06;14;2;5;instagram;13;FALSE;TRUE;;TRUE;3;teto;nervoso
03/02/2024 13:35;37;0;9;instagram;64;FALSE;TRUE;;TRUE;5;teto;calmo
01/06/2025 23:12;6;1;3;instagram;103;FALSE;FALSE;;TRUE;2;tornozelo;panico
13/12/2020 00:48;8;2;3;whatsapp;116;TRUE;FALSE;;TRUE;2;tornozelo;calmo
26/12/2025 00:02;32;2;9;instagram;70;FALSE;FALSE;;TRUE;4;teto;calmo
21/03/2020 23:17;24;1;7;whatsapp;98;FALSE;FALSE;;TRUE;4;teto;calmo
01/11/2021 01:21;22;3;4;190;40;FALSE;FALSE;;TRUE;3;teto;calmo
11/05/2022 09:50;24;1;8;whatsapp;1;FALSE;FALSE;;TRUE;4;teto;panico
19/03/2025 06:04;39;3;6;instagram;5;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
08/03/2023 02:25;4;3;4;instagram;46;TRUE;TRUE;;TRUE;5;teto;nervoso
04/06/2023 17:40;44;4;3;whatsapp;95;FALSE;FALSE;;TRUE;3;cintura;panico
24/11/2022 23:27;7;4;5;instagram;44;FALSE;FALSE;;TRUE;1;tornozelo;calmo
19/11/2020 09:44;6;4;5;instagram;84;TRUE;FALSE;;TRUE;4;tornozelo;panico
19/04/2024 05:42;38;2;5;whatsapp;115;FALSE;FALSE;;TRUE;3;teto;nervoso
23/01/2024 22:32;44;4;2;190;62;FALSE;FALSE;;TRUE;3;tornozelo;panico
10/09/2021 13:42;8;2;5;190;97;FALSE;FALSE;;FALSE;1;cintura;calmo
01/06/2022 15:38;8;1;7;190;44;TRUE;FALSE;;TRUE;2;tornozelo;calmo
25/05/2020 05:54;25;1;3;190;114;FALSE;TRUE;;TRUE;5;teto;panico
22/02/2022 02:12;39;3;7;190;78;FALSE;FALSE;;TRUE;5;teto;nervoso
27/09/2023 14:39;4;3;8;instagram;53;FALSE;FALSE;;TRUE;3;cintura;panico
23/07/2023 06:01;21;1;3;instagram;79;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
25/03/2026 08:26;43;3;9;instagram;15;FALSE;TRUE;;TRUE;3;cintura;calmo
17/01/2022 12:30;49;2;3;instagram;70;FALSE;FALSE;;TRUE;0;cintura;nervoso
06/07/2020 02:47;32;1;7;whatsapp;68;FALSE;FALSE;;FALSE;2;cintura;nervoso
15/04/2020 02:22;4;2;5;whatsapp;21;FALSE;FALSE;;TRUE;3;teto;panico
20/09/2025 16:21;25;2;6;whatsapp;46;FALSE;FALSE;;TRUE;3;teto;calmo
11/04/2025 19:06;49;2;8;instagram;86;TRUE;TRUE;;TRUE;5;cintura;panico
04/12/2025 21:45;48;4;8;instagram;19;FALSE;FALSE;;TRUE;0;tornozelo;panico
02/10/2024 08:39;35;1;9;190;23;TRUE;FALSE;;TRUE;4;teto;nervoso
07/07/2020 17:19;15;2;2;whatsapp;49;FALSE;FALSE;;TRUE;1;cintura;panico
15/04/2023 17:04;21;4;7;190;14;FALSE;FALSE;;TRUE;4;teto;nervoso
08/10/2020 01:14;26;4;4;instagram;23;FALSE;TRUE;;TRUE;2;tornozelo;nervoso
04/11/2025 16:22;36;2;6;instagram;0;FALSE;FALSE;;TRUE;3;teto;nervoso
13/11/2023 13:35;47;4;9;190;84;FALSE;FALSE;;TRUE;5;teto;calmo
04/05/2024 10:25;43;4;9;190;108;FALSE;FALSE;;TRUE;6;teto;panico
28/10/2021 04:09;1;4;3;190;86;FALSE;FALSE;;TRUE;4;teto;nervoso
11/11/2025 19:08;4;2;5;instagram;2;FALSE;TRUE;;TRUE;0;teto;panico
01/09/2021 07:28;29;3;3;instagram;86;TRUE;FALSE;;TRUE;3;tornozelo;calmo
02/07/2021 11:51;3;2;8;190;56;FALSE;FALSE;;TRUE;2;tornozelo;panico
29/07/2025 10:22;6;1;2;instagram;42;TRUE;FALSE;;TRUE;1;tornozelo;calmo
23/08/2024 13:41;38;1;2;whatsapp;105;FALSE;FALSE;;TRUE;3;teto;calmo
17/10/2022 19:23;38;1;6;instagram;22;TRUE;FALSE;;TRUE;2;tornozelo;calmo
01/07/2024 08:19;44;1;8;whatsapp;98;FALSE;FALSE;;TRUE;2;tornozelo;calmo
15/05/2025 06:03;0;3;7;instagram;17;FALSE;FALSE;;TRUE;3;tornozelo;panico
02/03/2025 08:09;32;4;9;instagram;4;FALSE;FALSE;;TRUE;2;cintura;calmo
25/03/2023 00:16;0;3;8;instagram;45;FALSE;FALSE;;FALSE;2;cintura;calmo
15/07/2021 12:00;45;3;9;190;6;FALSE;FALSE;;TRUE;5;teto;panico
17/04/2025 11:56;49;3;9;whatsapp;14;FALSE;FALSE;;TRUE;4;teto;calmo
29/04/2023 05:37;31;2;2;instagram;104;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
21/09/2025 07:40;15;3;4;190;43;FALSE;FALSE;;TRUE;1;cintura;nervoso
15/01/2025 00:08;44;0;5;190;94;FALSE;FALSE;;TRUE;1;cintura;calmo
19/02/2026 02:00;6;3;9;190;118;FALSE;FALSE;;TRUE;6;teto;panico
26/07/2022 01:49;47;3;4;whatsapp;27;FALSE;FALSE;;TRUE;2;cintura;panico
07/09/2023 12:20;38;3;8;190;57;FALSE;FALSE;;TRUE;5;teto;panico
22/11/2024 23:26;36;1;4;whatsapp;94;FALSE;FALSE;;TRUE;2;cintura;panico
09/03/2026 05:30;45;2;5;instagram;103;FALSE;FALSE;;TRUE;0;cintura;calmo
20/04/2023 15:04;37;3;6;whatsapp;74;TRUE;FALSE;;FALSE;4;cintura;nervoso
03/09/2023 17:25;49;2;6;190;20;FALSE;FALSE;;TRUE;3;teto;nervoso
24/12/2022 09:54;48;3;6;instagram;84;FALSE;FALSE;;TRUE;3;cintura;calmo
08/03/2022 06:48;47;4;4;instagram;1;FALSE;FALSE;;TRUE;2;cintura;panico
20/11/2020 17:56;31;2;7;190;51;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
04/08/2020 13:39;34;2;8;190;94;FALSE;FALSE;;TRUE;0;teto;panico
23/05/2025 18:10;34;1;5;instagram;75;FALSE;FALSE;;TRUE;3;teto;nervoso
23/04/2024 10:29;17;4;8;whatsapp;89;FALSE;TRUE;;TRUE;4;cintura;nervoso
29/07/2025 05:42;35;1;1;190;113;FALSE;FALSE;;TRUE;1;cintura;calmo
08/02/2020 11:26;31;3;9;instagram;31;FALSE;FALSE;;TRUE;2;tornozelo;calmo
27/09/2025 22:35;2;1;8;190;4;FALSE;FALSE;;TRUE;3;teto;calmo
24/10/2021 23:56;43;4;3;190;66;FALSE;FALSE;;TRUE;0;cintura;panico
17/09/2024 17:56;1;0;3;instagram;90;FALSE;FALSE;;TRUE;3;teto;nervoso
27/06/2024 23:11;3;1;2;whatsapp;75;FALSE;FALSE;;TRUE;1;tornozelo;calmo
12/11/2022 01:34;18;2;4;190;8;FALSE;FALSE;;TRUE;0;cintura;calmo
07/06/2025 13:03;36;2;6;190;82;FALSE;FALSE;;TRUE;2;tornozelo;calmo
18/03/2021 19:54;43;1;2;whatsapp;40;FALSE;TRUE;;TRUE;3;teto;calmo
26/07/2021 06:20;29;3;6;190;97;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
09/03/2023 18:23;43;3;3;whatsapp;36;FALSE;FALSE;;TRUE;1;cintura;calmo
09/03/2021 18:15;19;1;3;instagram;117;TRUE;FALSE;;TRUE;2;cintura;nervoso
23/08/2024 06:48;11;4;9;whatsapp;73;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
20/03/2026 03:02;4;2;8;whatsapp;35;TRUE;FALSE;;FALSE;2;cintura;calmo
04/09/2025 22:37;21;1;6;190;19;FALSE;TRUE;;TRUE;4;teto;nervoso
18/10/2025 10:45;2;1;7;instagram;14;FALSE;FALSE;;TRUE;1;cintura;nervoso
12/08/2020 02:18;30;2;2;190;75;FALSE;FALSE;;TRUE;4;teto;panico
12/06/2022 23:00;15;1;7;instagram;96;FALSE;FALSE;;FALSE;4;teto;calmo
18/01/2021 11:33;1;3;5;whatsapp;88;FALSE;FALSE;;TRUE;5;teto;panico
09/12/2021 22:59;2;0;9;whatsapp;56;FALSE;FALSE;;TRUE;1;tornozelo;calmo
15/08/2024 12:48;26;1;5;190;25;FALSE;FALSE;;TRUE;0;cintura;panico
07/01/2023 18:37;32;0;3;instagram;21;FALSE;FALSE;;TRUE;1;tornozelo;panico
05/03/2025 00:47;36;3;6;instagram;39;FALSE;FALSE;;TRUE;3;cintura;panico
10/04/2022 04:01;35;3;8;whatsapp;3;TRUE;FALSE;;TRUE;5;teto;nervoso
31/03/2023 18:34;40;2;5;whatsapp;99;FALSE;FALSE;;TRUE;0;teto;nervoso
23/03/2025 11:31;26;2;5;whatsapp;108;TRUE;FALSE;;TRUE;4;teto;nervoso
25/03/2020 13:40;37;2;9;instagram;77;FALSE;FALSE;;TRUE;4;teto;nervoso
12/03/2025 08:32;32;4;9;whatsapp;114;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
05/08/2024 11:44;28;4;6;whatsapp;37;FALSE;FALSE;;TRUE;4;teto;nervoso
21/10/2024 17:45;16;5;7;instagram;16;TRUE;FALSE;;TRUE;3;tornozelo;calmo
02/07/2024 11:28;43;2;6;whatsapp;11;FALSE;FALSE;;TRUE;4;teto;panico
23/03/2024 00:09;47;2;7;190;83;FALSE;FALSE;;TRUE;5;teto;panico
09/03/2023 17:47;37;3;7;whatsapp;33;FALSE;FALSE;;FALSE;4;teto;nervoso
01/07/2023 06:10;20;1;8;190;40;FALSE;FALSE;;TRUE;2;cintura;panico
10/11/2020 14:15;8;1;3;190;118;TRUE;FALSE;;TRUE;4;teto;calmo
19/12/2021 07:40;25;1;3;190;13;FALSE;FALSE;;TRUE;3;teto;panico
18/08/2022 17:50;29;1;4;190;87;FALSE;FALSE;;TRUE;1;cintura;calmo
05/10/2020 18:51;38;4;3;instagram;36;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
14/11/2023 21:59;3;1;9;whatsapp;84;FALSE;FALSE;;TRUE;2;cintura;nervoso
01/10/2025 20:51;31;1;1;instagram;32;FALSE;FALSE;;TRUE;1;tornozelo;panico
06/09/2021 09:47;22;2;6;whatsapp;67;FALSE;FALSE;;FALSE;2;cintura;nervoso
06/09/2025 18:05;28;1;2;instagram;108;FALSE;FALSE;;TRUE;1;tornozelo;calmo
28/05/2023 00:10;49;4;1;instagram;17;FALSE;TRUE;;FALSE;0;cintura;panico
07/04/2025 21:33;16;4;4;instagram;60;TRUE;FALSE;;TRUE;4;teto;calmo
11/06/2021 02:14;42;3;1;190;114;FALSE;FALSE;;TRUE;3;cintura;panico
15/06/2021 15:45;10;3;9;190;70;FALSE;FALSE;;TRUE;5;teto;nervoso
26/04/2022 17:59;9;1;9;190;32;FALSE;FALSE;;TRUE;2;tornozelo;panico
08/10/2023 23:42;32;5;6;190;107;FALSE;FALSE;;TRUE;3;cintura;nervoso
05/11/2024 15:34;44;3;2;instagram;112;TRUE;FALSE;;TRUE;5;teto;calmo
25/09/2020 06:52;49;2;3;190;21;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
09/03/2021 10:46;43;1;4;whatsapp;17;FALSE;TRUE;;TRUE;3;teto;nervoso
13/09/2020 08:34;38;2;7;instagram;74;FALSE;FALSE;;TRUE;3;cintura;panico
31/12/2020 00:59;34;4;6;190;28;FALSE;FALSE;;TRUE;0;teto;panico
14/05/2023 21:04;28;1;6;whatsapp;16;TRUE;FALSE;;TRUE;2;tornozelo;nervoso
22/12/2020 11:10;48;4;6;instagram;20;TRUE;FALSE;;TRUE;3;tornozelo;nervoso
07/12/2020 07:01;20;3;9;190;8;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
27/05/2021 22:35;29;5;5;190;117;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
10/08/2022 02:48;3;1;6;instagram;93;TRUE;FALSE;;TRUE;3;cintura;calmo
26/09/2025 04:28;25;2;4;whatsapp;15;FALSE;FALSE;;TRUE;2;teto;calmo
26/07/2023 10:40;42;1;7;190;4;TRUE;FALSE;;FALSE;2;tornozelo;nervoso
21/10/2022 01:04;35;1;3;190;57;TRUE;FALSE;;TRUE;1;tornozelo;calmo
09/03/2025 17:50;30;2;6;190;40;FALSE;FALSE;;TRUE;3;teto;nervoso
20/12/2025 19:06;17;3;7;instagram;92;FALSE;FALSE;;TRUE;3;cintura;calmo
14/12/2020 07:43;48;3;2;instagram;58;TRUE;FALSE;;TRUE;3;cintura;panico
25/07/2024 05:53;37;4;8;190;79;FALSE;FALSE;;TRUE;3;cintura;calmo
29/04/2023 21:58;25;4;9;190;71;FALSE;FALSE;;FALSE;6;teto;panico
12/12/2023 08:45;15;3;1;whatsapp;85;TRUE;FALSE;;TRUE;3;cintura;calmo
29/07/2025 00:54;37;4;6;whatsapp;13;TRUE;FALSE;;TRUE;5;teto;calmo
