data;local;velocidade_vento;terreno;correnteza;visibilidade;obstaculos;risco
20/09/2025 16:21;25;37;navegavel;62;73;TRUE;2
11/04/2025 19:06;49;97;lama;45;99;FALSE;2
04/12/2025 21:45;48;82;lama;36;4;TRUE;4
02/10/2024 08:39;35;26;telhado;3;61;FALSE;1
07/07/2020 17:19;15;91;seco;43;15;FALSE;2
15/04/2023 17:04;21;96;asfalto molhado;70;27;FALSE;4
08/10/2020 01:14;26;78;seco;64;29;TRUE;4
04/11/2025 16:22;36;71;asfalto molhado;15;81;FALSE;2
13/11/2023 13:35;47;78;telhado;98;40;FALSE;4
04/05/2024 10:25;43;63;lama;86;27;FALSE;4
28/10/2021 04:09;1;86;telhado;81;18;FALSE;4
11/11/2025 19:08;4;15;telhado;54;73;FALSE;2
01/09/2021 07:28;29;55;lama;5;29;FALSE;3
02/07/2021 11:51;3;49;lama;57;63;FALSE;2
29/07/2025 10:22;6;13;asfalto molhado;15;68;FALSE;1
23/08/2024 13:41;38;15;navegavel;82;77;FALSE;1
17/10/2022 19:23;38;8;asfalto molhado;23;55;FALSE;1
01/07/2024 08:19;44;19;seco;92;94;FALSE;1
15/05/2025 06:03;0;50;telhado;24;13;TRUE;3
02/03/2025 08:09;32;83;lama;41;46;TRUE;4
25/03/2023 00:16;0;84;telhado;44;9;FALSE;3
15/07/2021 12:00;45;93;lama;11;62;TRUE;3
17/04/2025 11:56;49;15;telhado;78;11;FALSE;3
29/04/2023 05:37;31;50;asfalto molhado;51;98;FALSE;2
21/09/2025 07:40;15;38;asfalto molhado;55;39;FALSE;3
15/01/2025 00:08;44;40;navegavel;36;99;FALSE;0
19/02/2026 02:00;6;41;seco;71;7;TRUE;3
26/07/2022 01:49;47;39;navegavel;72;37;TRUE;3
07/09/2023 12:20;38;62;lama;52;91;FALSE;3
22/11/2024 23:26;36;11;navegavel;36;17;FALSE;1
09/03/2026 05:30;45;24;telhado;44;45;FALSE;2
20/04/2023 15:04;37;19;navegavel;90;39;TRUE;3
03/09/2023 17:25;49;75;asfalto molhado;40;75;FALSE;2
24/12/2022 09:54;48;5;navegavel;89;24;TRUE;3
08/03/2022 06:48;47;97;lama;80;15;FALSE;4
20/11/2020 17:56;31;90;navegavel;57;52;FALSE;2
04/08/2020 13:39;34;40;telhado;1;73;TRUE;2
23/05/2025 18:10;34;2;seco;12;5;FALSE;1
23/04/2024 10:29;17;74;asfalto molhado;11;32;TRUE;4
29/07/2025 05:42;35;42;lama;44;89;FALSE;1
08/02/2020 11:26;31;0;lama;78;7;FALSE;3
27/09/2025 22:35;2;3;telhado;11;87;FALSE;1
24/10/2021 23:56;43;11;lama;85;18;TRUE;4
17/09/2024 17:56;1;48;seco;6;95;FALSE;0
27/06/2024 23:11;3;18;seco;10;15;FALSE;1
12/11/2022 01:34;18;61;asfalto molhado;4;95;FALSE;2
07/06/2025 13:03;36;42;navegavel;44;19;TRUE;2
18/03/2021 19:54;43;35;seco;58;73;FALSE;1
26/07/2021 06:20;29;76;telhado;90;98;FALSE;3
09/03/2023 18:23;43;83;navegavel;8;44;TRUE;3
09/03/2021 18:15;19;0;telhado;11;68;FALSE;1
23/08/2024 06:48;11;83;telhado;12;1;TRUE;4
20/03/2026 03:02;4;46;navegavel;94;31;FALSE;2
04/09/2025 22:37;21;9;lama;39;51;FALSE;1
18/10/2025 10:45;2;64;seco;34;51;FALSE;1
12/08/2020 02:18;30;9;asfalto molhado;60;80;FALSE;2
12/06/2022 23:00;15;46;navegavel;77;66;FALSE;1
18/01/2021 11:33;1;15;asfalto molhado;98;49;FALSE;3
09/12/2021 22:59;2;15;seco;17;90;FALSE;0
15/08/2024 12:48;26;1;lama;28;78;FALSE;1
07/01/2023 18:37;32;28;navegavel;37;92;FALSE;0
05/03/2025 00:47;36;27;telhado;38;10;TRUE;3
10/04/2022 04:01;35;26;asfalto molhado;68;50;TRUE;3
31/03/2023 18:34;40;54;navegavel;4;95;TRUE;2
23/03/2025 11:31;26;44;seco;94;14;FALSE;2
25/03/2020 13:40;37;35;seco;93;23;FALSE;2
12/03/2025 08:32;32;3;lama;58;45;TRUE;4
05/08/2024 11:44;28;96;telhado;87;49;FALSE;4
21/10/2024 17:45;16;92;telhado;86;3;TRUE;5
02/07/2024 11:28;43;22;seco;1;16;TRUE;2
23/03/2024 00:09;47;98;seco;24;6;FALSE;2
09/03/2023 17:47;37;83;lama;34;4;FALSE;3
01/07/2023 06:10;20;46;asfalto molhado;1;70;FALSE;1
10/11/2020 14:15;8;66;navegavel;8;88;FALSE;1
19/12/2021 07:40;25;97;seco;46;94;FALSE;1
18/08/2022 17:50;29;6;asfalto molhado;24;60;FALSE;1
05/10/2020 18:51;38;94;telhado;97;54;TRUE;4
14/11/2023 21:59;3;27;seco;44;41;FALSE;1
01/10/2025 20:51;31;85;seco;49;94;FALSE;1
06/09/2021 09:47;22;44;lama;17;1;FALSE;2
06/09/2025 18:05;28;78;seco;48;77;FALSE;1
28/05/2023 00:10;49;19;asfalto molhado;55;30;TRUE;4
07/04/2025 21:33;16;75;lama;31;8;TRUE;4
11/06/2021 02:14;42;96;navegavel;93;48;FALSE;3
15/06/2021 15:45;10;94;lama;27;17;FALSE;3
26/04/2022 17:59;9;2;navegavel;42;33;FALSE;1
08/10/2023 23:42;32;52;telhado;75;26;TRUE;5
05/11/2024 15:34;44;71;telhado;48;67;TRUE;3
25/09/2020 06:52;49;3;lama;8;43;FALSE;2
09/03/2021 10:46;43;73;navegavel;34;59;FALSE;1
13/09/2020 08:34;38;78;seco;76;83;FALSE;2
31/12/2020 00:59;34;84;telhado;66;10;FALSE;4
14/05/2023 21:04;28;42;navegavel;48;79;TRUE;1
22/12/2020 11:10;48;45;lama;54;24;TRUE;4
07/12/2020 07:01;20;76;lama;31;29;FALSE;3
27/05/2021 22:35;29;69;telhado;59;30;TRUE;5
10/08/2022 02:48;3;55;seco;48;84;FALSE;1
26/09/2025 04:28;25;45;telhado;86;94;FALSE;2
26/07/2023 10:40;42;93;navegavel;20;75;FALSE;1
21/10/2022 01:04;35;14;seco;46;92;TRUE;1
09/03/2025 17:50;30;47;telhado;82;89;FALSE;2
20/12/2025 19:06;17;61;telhado;20;38;FALSE;3
14/12/2020 07:43;48;2;lama;63;73;TRUE;3
25/07/2024 05:53;37;88;telhado;50;41;TRUE;4
29/04/2023 21:58;25;5;asfalto molhado;55;40;TRUE;4
12/12/2023 08:45;15;74;seco;70;44;FALSE;3
29/07/2025 00:54;37;65;lama;89;89;TRUE;4
22/05/2020 05:09;16;41;lama;25;58;TRUE;2
19/07/2021 14:33;19;72;navegavel;33;12;FALSE;2
05/11/2024 11:54;13;76;seco;34;81;FALSE;1
31/07/2022 12:03;28;67;asfalto molhado;31;99;FALSE;2
19/03/2024 01:15;35;42;telhado;48;32;TRUE;3
09/09/2021 10:08;2;62;navegavel;36;50;FALSE;1
09/11/2022 14:45;0;70;asfalto molhado;90;54;TRUE;4
31/12/2023 09:26;8;45;lama;2;56;TRUE;2
11/12/2022 21:15;46;35;seco;47;9;FALSE;1
09/09/2023 14:47;31;1;asfalto molhado;92;96;FALSE;2
23/10/2025 14:21;28;46;navegavel;0;98;FALSE;0
21/06/2023 23:08;3;99;navegavel;80;43;FALSE;3
15/12/2023 21:08;33;67;asfalto molhado;6;17;TRUE;4
07/02/2025 16:17;5;29;lama;3;75;FALSE;1
16/02/2021 23:23;13;46;telhado;45;5;FALSE;2
09/02/2026 11:15;48;88;navegavel;48;58;FALSE;1
01/11/2025 02:45;24;17;asfalto molhado;5;60;FALSE;1
11/11/2022 23:16;36;10;telhado;29;92;FALSE;1
06/04/2021 18:53;18;16;navegavel;57;77;FALSE;1
06/04/2020 17:48;35;39;asfalto molhado;15;38;FALSE;2
28/06/2020 06:35;20;14;lama;7;42;FALSE;2
12/08/2024 20:54;5;63;asfalto molhado;58;70;FALSE;3
16/10/2025 15:27;0;81;telhado;28;21;FALSE;3
04/05/2025 05:48;31;33;navegavel;32;59;FALSE;0
21/02/2026 00:22;17;20;asfalto molhado;40;52;FALSE;1
22/06/2024 23:27;25;60;navegavel;37;95;FALSE;1
19/05/2020 17:46;8;30;asfalto molhado;93;91;FALSE;2
13/02/2026 21:22;48;30;lama;14;90;FALSE;1
03/12/2022 14:30;26;36;lama;72;72;TRUE;3
29/08/2022 10:38;13;66;seco;82;83;FALSE;2
09/10/2021 09:55;24;94;seco;71;45;FALSE;3
05/05/2021 15:58;14;84;seco;73;75;FALSE;2
02/08/2020 12:54;31;61;lama;21;8;TRUE;4
11/09/2025 01:04;25;43;lama;24;16;FALSE;2
24/10/2020 18:58;34;3;lama;18;35;FALSE;2
02/06/2021 18:39;15;84;lama;97;48;FALSE;4
29/08/2021 07:17;6;51;lama;36;7;FALSE;3
05/02/2025 02:59;19;85;navegavel;5;53;TRUE;2
17/02/2026 14:50;38;34;telhado;7;75;FALSE;1
11/02/2021 05:42;26;88;telhado;37;46;TRUE;4
02/09/2021 12:11;23;46;navegavel;21;93;FALSE;0
03/09/2023 01:04;42;39;telhado;89;32;FALSE;3
04/09/2020 15:38;11;91;telhado;94;66;FALSE;3
30/08/2023 18:48;10;5;navegavel;6;52;FALSE;0
13/07/2023 21:43;18;66;navegavel;26;75;FALSE;1
10/03/2025 23:53;47;39;navegavel;3;0;FALSE;1
03/12/2023 12:14;7;16;lama;91;37;TRUE;4
03/12/2020 03:14;31;47;telhado;23;19;FALSE;2
04/02/2025 20:22;23;54;telhado;19;17;TRUE;4
11/05/2023 16:59;40;61;lama;45;54;TRUE;3
13/02/2023 05:00;46;44;lama;50;6;TRUE;3
06/06/2024 12:13;42;26;navegavel;99;98;TRUE;2
23/03/2024 02:38;18;40;seco;75;39;FALSE;2
08/02/2021 00:25;28;74;seco;87;11;FALSE;3
14/10/2023 04:56;44;67;lama;7;89;TRUE;3
03/01/2024 08:36;13;52;navegavel;46;48;FALSE;2
15/01/2022 04:26;17;16;navegavel;47;81;FALSE;0
07/07/2025 16:30;27;93;navegavel;60;91;FALSE;2
21/03/2020 23:19;1;95;lama;13;38;FALSE;3
16/11/2023 13:43;37;35;seco;82;59;FALSE;1
24/05/2022 21:49;6;49;telhado;72;17;FALSE;3
16/02/2026 07:22;8;1;lama;43;82;FALSE;1
02/07/2022 18:19;38;29;navegavel;33;79;FALSE;0
26/01/2026 03:29;38;85;asfalto molhado;34;1;TRUE;4
29/06/2022 11:26;11;94;asfalto molhado;34;63;FALSE;2
06/06/2022 05:12;2;36;telhado;60;31;TRUE;4
29/03/2022 14:42;4;64;seco;61;79;FALSE;2
10/08/2024 15:29;14;69;navegavel;67;80;FALSE;2
07/03/2021 10:04;4;40;lama;91;22;FALSE;3
18/01/2024 13:06;18;25;lama;51;76;FALSE;2
15/11/2022 16:35;20;18;asfalto molhado;3;86;FALSE;1
24/04/2021 19:50;36;23;navegavel;55;36;FALSE;2
09/12/2024 20:40;41;3;seco;38;95;FALSE;0
17/07/2021 04:37;13;70;telhado;1;55;FALSE;2
20/10/2024 18:15;13;90;seco;87;46;FALSE;3
06/07/2023 22:21;17;9;seco;94;46;FALSE;2
09/04/2025 21:43;40;31;asfalto molhado;54;8;FALSE;3
17/11/2024 05:45;40;11;telhado;78;54;FALSE;2
31/01/2020 12:28;5;42;asfalto molhado;27;22;FALSE;2
17/09/2025 02:24;47;46;seco;3;37;TRUE;2
05/05/2020 12:35;12;8;seco;89;25;FALSE;2
13/11/2022 02:11;44;28;telhado;70;40;FALSE;3
31/05/2022 04:13;35;5;navegavel;83;2;FALSE;2
09/12/2020 11:23;0;78;lama;93;66;FALSE;3
27/01/2026 20:20;12;59;asfalto molhado;76;10;FALSE;4
20/02/2023 20:12;37;24;asfalto molhado;20;23;TRUE;3
03/04/2025 22:31;9;87;seco;73;48;TRUE;4
08/10/2025 00:06;35;11;navegavel;8;43;FALSE;1
12/07/2021 16:01;2;47;seco;41;73;FALSE;0
01/09/2025 21:56;40;17;seco;40;40;TRUE;2
09/09/2022 10:30;21;77;lama;44;77;TRUE;3
07/01/2022 12:01;15;67;lama;16;26;TRUE;4
07/06/2022 00:35;29;50;lama;10;47;FALSE;2
10/05/2020 20:52;1;59;lama;81;54;FALSE;3
12/04/2023 03:46;7;32;navegavel;47;3;FALSE;1
07/01/2022 19:12;25;96;seco;34;90;TRUE;2
08/08/2020 19:57;5;67;navegavel;68;74;TRUE;3
18/04/2023 18:52;44;15;lama;22;83;TRUE;2
28/06/2023 11:58;4;6;seco;53;98;TRUE;2
06/06/2023 13:37;5;81;seco;42;81;FALSE;1
06/07/2022 22:01;40;94;asfalto molhado;51;10;FALSE;4
07/11/2020 15:51;36;6;telhado;49;1;TRUE;3
19/05/2022 17:20;23;5;lama;74;88;FALSE;2
27/02/2022 11:46;13;9;asfalto molhado;24;58;FALSE;1
20/07/2022 18:11;17;62;lama;99;0;FALSE;4
13/12/2021 02:48;4;80;seco;53;25;FALSE;3
15/11/2021 11:46;11;9;seco;50;95;FALSE;0
12/04/2025 08:01;7;53;telhado;43;7;FALSE;3
19/02/2023 19:54;48;37;lama;67;32;FALSE;3
15/09/2024 21:27;2;62;telhado;54;66;TRUE;4
22/09/2023 15:44;45;36;seco;10;69;FALSE;0
12/03/2020 12:06;4;67;telhado;17;61;TRUE;3
04/06/2020 01:56;16;58;telhado;2;62;FALSE;2
18/04/2025 20:37;34;45;lama;53;93;TRUE;3
02/07/2025 00:56;1;13;seco;74;84;FALSE;1
18/11/2025 18:26;41;15;telhado;41;23;FALSE;2
05/07/2025 14:34;17;45;seco;43;69;TRUE;1
13/05/2023 14:51;22;22;navegavel;28;37;TRUE;2
25/11/2024 04:44;31;76;lama;59;33;FALSE;4
26/08/2024 17:56;43;99;asfalto molhado;86;89;FALSE;3
17/07/2021 01:52;3;96;seco;13;33;FALSE;2
12/07/2023 03:57;17;30;seco;4;94;TRUE;1
19/12/2021 08:54;18;8;asfalto molhado;76;60;TRUE;3
05/07/2025 15:35;32;54;navegavel;82;19;FALSE;3
15/04/2026 10:00;1;84;asfalto molhado;23;8;FALSE;3
16/04/2021 00:23;17;26;navegavel;82;16;TRUE;3
11/02/2023 02:14;29;62;telhado;5;27;TRUE;4
13/04/2023 01:55;44;73;asfalto molhado;64;25;FALSE;4
09/02/2025 16:17;10;14;asfalto molhado;55;2;FALSE;3
22/06/2023 22:04;38;84;telhado;44;13;FALSE;3
12/02/2021 01:04;30;63;seco;97;33;FALSE;3
07/06/2020 12:05;35;70;seco;88;7;FALSE;3
17/09/2024 08:25;34;97;navegavel;95;95;FALSE;2
02/03/2026 20:36;5;72;asfalto molhado;26;31;FALSE;3
31/08/2025 06:02;27;96;navegavel;61;55;FALSE;2
26/11/2024 15:34;27;97;asfalto molhado;24;61;FALSE;2
29/07/2024 00:45;38;99;seco;98;67;FALSE;2
09/10/2025 23:56;39;42;navegavel;57;78;TRUE;2
21/01/2025 23:53;26;30;lama;93;76;FALSE;2
18/11/2020 14:52;25;85;navegavel;65;21;FALSE;3
15/08/2024 16:04;23;24;navegavel;49;70;FALSE;0
27/02/2025 18:16;41;20;navegavel;48;29;TRUE;2
21/10/2024 20:54;28;88;lama;7;2;TRUE;4
24/06/2025 19:26;31;46;seco;5;27;TRUE;2
30/05/2025 17:31;37;25;navegavel;84;29;TRUE;3
20/02/2023 07:04;15;87;telhado;32;31;FALSE;3
24/04/2024 20:09;26;46;navegavel;20;29;FALSE;1
27/10/2025 05:01;27;10;navegavel;45;95;FALSE;0
15/02/2025 10:52;27;68;telhado;65;75;TRUE;4
29/11/2020 09:53;32;1;telhado;45;36;FALSE;2
19/02/2021 21:28;1;67;telhado;35;46;TRUE;4
04/03/2022 19:31;40;94;seco;91;83;TRUE;3
07/12/2022 01:58;9;89;navegavel;99;37;TRUE;4
09/04/2023 14:08;38;88;telhado;95;2;FALSE;4
09/02/2023 12:25;11;33;navegavel;57;93;TRUE;2
06/10/2023 22:56;21;88;navegavel;32;89;TRUE;2
24/01/2022 03:58;35;52;telhado;7;93;FALSE;2
08/05/2020 04:09;3;25;telhado;80;59;FALSE;2
25/04/2023 19:19;17;73;navegavel;96;79;FALSE;2
09/10/2020 21:52;29;69;asfalto molhado;15;10;FALSE;3
29/11/2024 23:48;38;59;seco;25;3;FALSE;2
26/08/2020 08:30;0;73;asfalto molhado;58;65;FALSE;3
09/12/2022 04:07;39;43;lama;51;38;TRUE;4
01/09/2021 13:31;20;25;telhado;31;77;FALSE;1
19/06/2025 11:42;47;90;lama;37;65;TRUE;3
17/02/2020 10:14;38;45;asfalto molhado;35;35;TRUE;3
01/12/2021 07:42;33;58;lama;27;6;FALSE;3
24/04/2023 22:11;0;48;navegavel;44;97;FALSE;0
15/03/2024 20:04;49;39;lama;7;79;TRUE;2
20/08/2023 19:02;28;53;asfalto molhado;80;80;TRUE;4
09/12/2022 08:16;48;69;asfalto molhado;82;82;FALSE;3
12/04/2020 11:57;6;29;telhado;28;90;TRUE;2
28/06/2025 00:37;33;75;lama;40;19;TRUE;4
03/07/2022 16:21;35;1;lama;32;35;FALSE;2
28/04/2021 21:59;25;44;telhado;60;70;TRUE;3
07/10/2024 02:51;22;12;navegavel;22;12;FALSE;1
18/10/2022 01:55;37;90;seco;34;24;TRUE;3
28/02/2023 19:03;36;39;telhado;36;79;FALSE;1
22/11/2020 00:50;12;12;telhado;58;55;FALSE;2
25/01/2022 16:58;5;72;asfalto molhado;80;3;FALSE;4
23/10/2023 01:22;23;89;lama;11;64;FALSE;2
26/02/2023 22:12;34;16;telhado;56;3;FALSE;3
26/03/2021 00:33;21;29;telhado;31;79;FALSE;1
29/03/2023 16:02;3;50;asfalto molhado;82;66;FALSE;2
22/01/2025 04:34;34;49;navegavel;58;94;TRUE;2
06/10/2021 04:36;11;65;asfalto molhado;5;61;TRUE;3
21/12/2020 12:10;2;49;navegavel;22;39;TRUE;2
02/07/2024 19:30;29;8;lama;87;46;TRUE;4
22/02/2023 00:08;0;30;seco;24;95;FALSE;0
13/01/2021 16:51;5;26;lama;44;76;FALSE;1
22/04/2022 05:46;21;81;telhado;95;63;FALSE;3
30/06/2025 19:54;2;44;telhado;85;97;FALSE;2
27/08/2022 12:05;26;34;telhado;53;70;TRUE;3
18/02/2024 22:24;18;38;telhado;78;31;FALSE;3
06/05/2022 04:38;34;84;asfalto molhado;53;59;FALSE;3
02/03/2021 22:41;27;74;asfalto molhado;97;53;FALSE;3
19/05/2024 20:19;18;39;lama;71;10;FALSE;3
15/11/2023 09:19;26;81;lama;57;24;FALSE;4
21/08/2025 19:07;21;99;lama;9;3;FALSE;3
25/02/2025 23:53;9;47;seco;79;32;FALSE;2
08/09/2023 20:39;40;98;lama;4;93;FALSE;2
12/12/2024 09:11;28;29;navegavel;79;69;FALSE;1
23/07/2025 01:48;37;40;lama;64;1;FALSE;3
24/05/2022 06:52;47;68;telhado;39;12;FALSE;3
03/09/2021 19:36;34;31;seco;58;5;FALSE;2
10/07/2024 17:13;40;66;seco;96;41;FALSE;3
29/08/2023 23:52;49;61;seco;69;24;FALSE;3
07/09/2020 03:20;21;62;asfalto molhado;87;68;FALSE;3
13/05/2021 05:08;20;96;asfalto molhado;98;88;FALSE;3
04/03/2020 07:16;14;81;seco;24;55;FALSE;1
02/04/2024 18:25;25;51;seco;46;16;FALSE;2
11/05/2020 05:45;37;45;lama;80;48;FALSE;3
16/03/2024 20:51;43;45;lama;41;75;TRUE;2
04/03/2026 11:46;1;47;lama;67;33;FALSE;3
07/09/2022 10:43;43;15;navegavel;83;39;TRUE;3
30/09/2024 21:11;35;90;asfalto molhado;94;2;TRUE;5
13/09/2023 12:57;48;8;navegavel;21;15;FALSE;1
22/01/2020 16:28;35;42;navegavel;15;34;FALSE;1
12/02/2026 16:31;2;40;asfalto molhado;30;43;FALSE;2
18/03/2020 04:08;8;20;navegavel;24;4;TRUE;2
20/01/2021 00:43;8;99;seco;43;9;TRUE;3
28/02/2024 20:19;25;33;asfalto molhado;33;88;TRUE;2
08/01/2020 00:15;17;44;seco;12;53;FALSE;0
21/03/2023 19:33;4;23;asfalto molhado;95;5;FALSE;3
24/01/2021 13:31;1;50;telhado;74;7;TRUE;4
05/01/2025 14:37;33;97;navegavel;2;29;TRUE;3
03/02/2020 00:22;46;75;lama;46;43;TRUE;4
05/10/2023 19:19;3;51;lama;75;77;FALSE;3
20/05/2024 23:12;29;68;navegavel;56;13;TRUE;4
10/02/2025 07:28;8;23;asfalto molhado;15;74;FALSE;1
31/10/2020 17:43;0;83;navegavel;33;32;TRUE;3
19/06/2023 09:33;7;50;navegavel;80;14;FALSE;2
18/05/2025 03:33;35;98;navegavel;82;69;FALSE;2
13/12/2025 04:43;18;89;asfalto molhado;59;87;FALSE;3
07/03/2022 03:25;32;59;telhado;55;7;TRUE;5
27/11/2025 11:58;2;70;telhado;32;90;TRUE;3
06/08/2020 07:13;33;8;seco;1;80;TRUE;1
01/08/2021 09:13;45;54;seco;68;64;FALSE;2
13/12/2023 18:39;33;4;seco;90;92;FALSE;1
28/02/2022 11:00;18;87;asfalto molhado;62;44;TRUE;5
25/07/2023 02:36;2;81;telhado;57;85;FALSE;3
16/11/2025 07:32;14;78;asfalto molhado;92;23;TRUE;5
04/07/2023 21:37;5;17;telhado;52;6;TRUE;4
15/03/2025 23:00;29;21;lama;94;6;FALSE;3
10/08/2020 10:15;24;9;lama;7;63;FALSE;1
21/10/2023 17:09;5;67;seco;8;33;FALSE;2
10/10/2022 13:05;9;32;telhado;33;44;FALSE;2
08/09/2024 16:29;47;62;seco;68;86;FALSE;2
12/04/2026 10:08;41;80;lama;58;76;FALSE;3
17/10/2021 22:59;47;50;asfalto molhado;89;21;FALSE;3
05/08/2022 10:11;12;2;seco;43;58;FALSE;0
09/06/2022 04:45;17;74;asfalto molhado;27;64;FALSE;2
26/12/2022 21:28;30;33;navegavel;7;68;FALSE;0
23/10/2023 11:26;39;32;asfalto molhado;93;46;FALSE;3
09/08/2020 19:52;48;8;seco;7;74;FALSE;0
15/06/2025 04:48;49;38;telhado;59;47;FALSE;3
20/03/2025 12:34;13;21;navegavel;7;32;FALSE;1
12/01/2023 13:14;49;83;telhado;30;50;FALSE;2
12/09/2025 07:46;22;3;seco;54;58;FALSE;1
04/05/2020 14:31;19;30;asfalto molhado;71;64;TRUE;3
09/03/2023 11:11;39;16;seco;43;97;FALSE;0
02/02/2026 11:07;44;90;telhado;80;18;TRUE;5
07/08/2024 20:49;5;68;navegavel;10;49;TRUE;3
16/08/2023 16:45;22;43;telhado;71;88;TRUE;3
02/02/2025 20:26;48;18;asfalto molhado;25;70;FALSE;1
30/08/2024 17:57;22;95;telhado;20;3;FALSE;3
06/02/2023 09:25;17;79;lama;41;59;FALSE;2
18/09/2021 10:20;5;42;navegavel;29;27;TRUE;2
16/07/2020 16:50;34;44;telhado;64;46;FALSE;3
14/01/2025 02:32;8;1;lama;63;69;FALSE;2
19/06/2020 23:25;37;28;seco;53;32;TRUE;3
19/11/2021 00:14;13;81;navegavel;12;80;FALSE;1
14/06/2022 09:08;20;64;asfalto molhado;83;89;FALSE;3
18/08/2024 00:20;22;71;seco;79;4;FALSE;3
14/12/2022 04:55;4;19;asfalto molhado;8;12;FALSE;2
19/09/2025 10:18;27;67;seco;85;21;FALSE;3
08/12/2024 10:29;47;17;telhado;63;98;TRUE;3
23/10/2021 21:20;16;86;navegavel;53;98;FALSE;2
19/07/2021 19:02;32;77;lama;49;42;TRUE;4
28/03/2024 00:09;37;8;asfalto molhado;54;29;FALSE;3
18/05/2024 01:09;9;73;lama;87;48;FALSE;4
20/11/2024 04:20;12;54;seco;55;86;FALSE;2
07/07/2022 04:49;9;43;asfalto molhado;84;76;FALSE;2
21/07/2021 00:57;11;10;asfalto molhado;98;34;FALSE;3
30/10/2024 23:59;24;55;navegavel;16;34;TRUE;3
22/08/2020 03:21;46;11;telhado;55;64;FALSE;2
24/01/2021 02:09;48;18;lama;49;94;FALSE;1
28/10/2021 11:41;1;37;asfalto molhado;73;73;FALSE;2
20/03/2023 11:08;45;25;lama;88;15;FALSE;3
21/10/2022 21:59;36;17;navegavel;18;30;TRUE;2
01/11/2024 21:30;4;22;seco;96;37;TRUE;3
22/03/2026 02:52;28;25;telhado;51;75;FALSE;2
05/12/2022 01:08;26;99;navegavel;46;2;FALSE;2
17/06/2022 00:13;11;2;seco;90;41;TRUE;3
12/03/2020 09:31;29;91;seco;20;30;TRUE;3
06/05/2021 09:51;39;63;asfalto molhado;95;22;FALSE;4
31/10/2024 03:44;6;82;asfalto molhado;1;37;TRUE;4
14/05/2020 01:20;48;90;asfalto molhado;21;99;TRUE;3
05/02/2022 18:59;10;92;lama;26;62;FALSE;2
08/11/2020 14:01;41;84;telhado;3;93;FALSE;2
18/12/2025 13:46;41;8;seco;53;50;TRUE;2
20/05/2024 20:53;39;48;seco;69;49;FALSE;2
02/12/2021 20:43;40;70;telhado;33;50;FALSE;2
04/04/2022 21:27;23;79;telhado;32;16;TRUE;4
25/01/2026 21:41;42;71;lama;25;47;FALSE;3
27/03/2024 13:19;22;33;lama;33;14;TRUE;3
15/05/2022 19:57;19;94;telhado;33;8;FALSE;3
20/12/2020 13:06;16;18;seco;70;67;FALSE;1
25/10/2021 16:30;7;34;seco;66;65;TRUE;2
28/01/2022 11:24;41;36;navegavel;31;60;FALSE;0
04/03/2026 09:15;4;80;seco;50;85;FALSE;1
20/07/2020 12:13;12;44;navegavel;13;11;FALSE;1
14/08/2021 13:03;9;66;seco;84;7;FALSE;3
24/03/2023 06:17;21;19;telhado;22;46;FALSE;2
29/07/2022 09:30;47;38;navegavel;63;15;FALSE;2
28/07/2021 07:35;28;95;navegavel;35;70;TRUE;2
22/05/2025 00:35;7;58;telhado;23;36;FALSE;3
10/05/2022 07:12;32;15;asfalto molhado;41;11;FALSE;2
14/02/2026 17:26;6;9;asfalto molhado;52;8;FALSE;3
31/07/2020 00:13;38;24;telhado;31;94;FALSE;1
05/08/2021 12:22;39;33;telhado;94;16;FALSE;3
18/11/2024 12:26;48;87;navegavel;72;76;TRUE;3
04/06/2022 20:56;1;82;seco;1;21;FALSE;2
19/04/2025 22:38;14;60;navegavel;44;77;TRUE;2
26/10/2022 01:39;32;32;asfalto molhado;10;47;FALSE;2
26/10/2021 08:29;1;38;asfalto molhado;36;23;TRUE;3
03/02/2024 15:21;8;7;lama;91;28;FALSE;3
11/02/2024 05:21;2;0;asfalto molhado;74;98;FALSE;2
27/11/2024 08:20;5;51;lama;60;23;FALSE;4
09/05/2024 19:29;1;46;asfalto molhado;66;64;FALSE;2
23/02/2022 23:49;29;52;asfalto molhado;47;25;FALSE;3
08/03/2022 09:09;48;13;navegavel;78;34;TRUE;3
22/02/2024 22:47;25;99;telhado;71;9;FALSE;4
17/12/2020 22:03;21;69;navegavel;94;31;TRUE;4
02/09/2022 02:45;36;13;seco;58;79;TRUE;2
15/11/2020 03:06;7;86;lama;69;13;FALSE;4
22/02/2026 10:45;19;90;seco;81;11;FALSE;3
08/10/2020 08:36;1;78;seco;5;87;FALSE;1
17/10/2024 11:31;19;56;asfalto molhado;36;46;FALSE;3
11/11/2025 08:20;10;6;telhado;82;52;FALSE;2
11/02/2023 14:08;14;36;navegavel;48;51;TRUE;1
05/09/2023 20:19;49;87;asfalto molhado;47;47;TRUE;4
04/07/2022 22:39;3;49;lama;55;90;TRUE;3
15/08/2024 02:24;16;27;telhado;43;3;FALSE;2
01/01/2024 23:01;16;59;navegavel;18;7;FALSE;2
11/09/2023 19:24;15;72;asfalto molhado;41;91;TRUE;3
03/11/2020 18:28;16;31;seco;16;96;TRUE;1
21/11/2024 21:37;49;30;asfalto molhado;15;15;FALSE;2
02/02/2024 15:01;4;83;lama;85;85;FALSE;3
20/08/2024 21:22;45;3;lama;19;90;TRUE;2
